hand,combos,notqual,lose,draw,win,antebonus,ev
"Card[K♣, 9♣, 5♢]",12,5762,9285,25,3352,0,-0.331306990881459
"Card[K♣, 9♣, 6♣]",4,5754,994,3,11673,0,1.4715588363004777
"Card[K♣, 9♣, 6♢]",12,5762,9252,25,3385,0,-0.32414242292661744
"Card[K♣, 9♣, 7♣]",4,5751,995,3,11675,0,1.4715045592705167
"Card[K♣, 9♣, 7♢]",12,5758,9223,25,3418,0,-0.31762917933130697
"Card[K♣, 9♣, 8♣]",4,5748,996,3,11677,0,1.4714502822405557
"Card[K♣, 9♣, 8♢]",12,5754,9194,25,3451,0,-0.31111593573599655
"Card[K♣, 9♣, 9♢]",6,5730,2824,3,9867,0,1.0755536257056013
"Card[K♣, 9♢, 2♣]",12,5732,9420,25,3247,0,-0.35898827616152845
"Card[K♣, 9♢, 2♢]",12,5724,9423,25,3252,0,-0.3592053842813721
"Card[K♣, 9♢, 2♡]",24,5732,9413,26,3253,0,-0.3575770733825445
"Card[K♣, 9♢, 3♣]",12,5747,9371,25,3281,0,-0.34916413373860183
"Card[K♣, 9♢, 3♢]",12,5739,9374,25,3286,0,-0.3493812418584455
"Card[K♣, 9♢, 3♡]",24,5747,9364,26,3287,0,-0.3477529309596179
"Card[K♣, 9♢, 4♣]",12,5762,9322,25,3315,0,-0.3393399913156752
"Card[K♣, 9♢, 4♢]",12,5754,9325,25,3320,0,-0.33955709943551887
"Card[K♣, 9♢, 4♡]",24,5762,9315,26,3321,0,-0.3379287885366913
"Card[K♣, 9♢, 5♣]",12,5762,9288,25,3349,0,-0.33195831524099
"Card[K♣, 9♢, 5♢]",12,5754,9291,25,3354,0,-0.3321754233608337
"Card[K♣, 9♢, 5♡]",24,5762,9281,26,3355,0,-0.3305471124620061
"Card[K♣, 9♢, 6♣]",12,5762,9254,25,3383,0,-0.3245766391663048
"Card[K♣, 9♢, 6♢]",12,5754,9257,25,3388,0,-0.3247937472861485
"Card[K♣, 9♢, 6♡]",24,5762,9247,26,3389,0,-0.32316543638732087
"Card[K♣, 9♢, 7♣]",12,5758,9224,25,3417,0,-0.3178462874511507
"Card[K♣, 9♢, 7♢]",12,5751,9226,25,3422,0,-0.3179005644811116
"Card[K♣, 9♢, 7♡]",24,5758,9217,26,3423,0,-0.31643508467216674
"Card[K♣, 9♢, 8♣]",12,5754,9194,25,3451,0,-0.31111593573599655
"Card[K♣, 9♢, 8♢]",12,5748,9195,25,3456,0,-0.31100738167607467
"Card[K♣, 9♢, 8♡]",24,5754,9187,26,3457,0,-0.3097047329570126
"Card[K♣, 9♢, 9♣]",6,5730,2824,3,9867,0,1.0755536257056013
"Card[K♣, 9♢, 9♡]",12,5730,2813,3,9878,0,1.077941815023882
"Card[K♣, T♣, 2♣]",4,5709,1002,3,11710,0,1.4722644376899696
"Card[K♣, T♣, 2♢]",12,5717,9110,25,3572,0,-0.29087060356057315
"Card[K♣, T♣, 3♣]",4,5724,983,3,11714,0,1.4755753365175857
"Card[K♣, T♣, 3♢]",12,5732,9062,25,3605,0,-0.28126356925749024
"Card[K♣, T♣, 4♣]",4,5739,979,3,11703,0,1.4756296135475466
"Card[K♣, T♣, 4♢]",12,5747,9014,25,3638,0,-0.2716565349544073
"Card[K♣, T♣, 5♣]",4,5739,976,3,11706,0,1.4762809379070778
"Card[K♣, T♣, 5♢]",12,5747,8981,25,3671,0,-0.2644919669995658
"Card[K♣, T♣, 6♣]",4,5739,973,3,11709,0,1.4769322622666088
"Card[K♣, T♣, 6♢]",12,5747,8948,25,3704,0,-0.2573273990447243
"Card[K♣, T♣, 7♣]",4,5739,970,3,11712,0,1.4775835866261398
"Card[K♣, T♣, 7♢]",12,5747,8915,25,3737,0,-0.25016283108988274
"Card[K♣, T♣, 8♣]",4,5736,971,3,11714,0,1.477529309596179
"Card[K♣, T♣, 8♢]",12,5743,8886,25,3770,0,-0.2436495874945723
"Card[K♣, T♣, 9♣]",4,5733,972,3,11716,0,1.477475032566218
"Card[K♣, T♣, 9♢]",12,5739,8857,25,3803,0,-0.23713634389926183
"Card[K♣, T♣, T♢]",6,5700,2554,3,10167,0,1.1358011289622232
"Card[K♣, T♢, 2♣]",12,5717,9117,25,3565,0,-0.29239036039947897
"Card[K♣, T♢, 2♢]",12,5709,9119,25,3571,0,-0.29239036039947897
"Card[K♣, T♢, 2♡]",24,5717,9109,26,3572,0,-0.2907620495006513
"Card[K♣, T♢, 3♣]",12,5732,9068,25,3599,0,-0.28256621797655235
"Card[K♣, T♢, 3♢]",12,5724,9070,25,3605,0,-0.28256621797655235
"Card[K♣, T♢, 3♡]",24,5732,9060,26,3606,0,-0.2809379070777247
"Card[K♣, T♢, 4♣]",12,5747,9019,25,3633,0,-0.27274207555362573
"Card[K♣, T♢, 4♢]",12,5739,9021,25,3639,0,-0.27274207555362573
"Card[K♣, T♢, 4♡]",24,5747,9011,26,3640,0,-0.2711137646547981
"Card[K♣, T♢, 5♣]",12,5747,8985,25,3667,0,-0.2653603994789405
"Card[K♣, T♢, 5♢]",12,5739,8987,25,3673,0,-0.2653603994789405
"Card[K♣, T♢, 5♡]",24,5747,8977,26,3674,0,-0.2637320885801129
"Card[K♣, T♢, 6♣]",12,5747,8951,25,3701,0,-0.2579787234042553
"Card[K♣, T♢, 6♢]",12,5739,8953,25,3707,0,-0.2579787234042553
"Card[K♣, T♢, 6♡]",24,5747,8943,26,3708,0,-0.2563504125054277
"Card[K♣, T♢, 7♣]",12,5747,8917,25,3735,0,-0.2505970473295701
"Card[K♣, T♢, 7♢]",12,5739,8919,25,3741,0,-0.2505970473295701
"Card[K♣, T♢, 7♡]",24,5747,8909,26,3742,0,-0.24896873643074252
"Card[K♣, T♢, 8♣]",12,5743,8887,25,3769,0,-0.24386669561441598
"Card[K♣, T♢, 8♢]",12,5736,8888,25,3775,0,-0.24370386452453321
"Card[K♣, T♢, 8♡]",24,5743,8879,26,3776,0,-0.24223838471558837
"Card[K♣, T♢, 9♣]",12,5739,8857,25,3803,0,-0.23713634389926183
"Card[K♣, T♢, 9♢]",12,5733,8857,25,3809,0,-0.23681068171949632
"Card[K♣, T♢, 9♡]",24,5739,8849,26,3810,0,-0.2355080330004342
"Card[K♣, T♢, T♣]",6,5700,2554,3,10167,0,1.1358011289622232
"Card[K♣, T♢, T♡]",12,5700,2543,3,10178,0,1.1381893182805036
"Card[K♣, J♣, 2♣]",4,5694,982,3,11745,0,1.477420755536257
"Card[K♣, J♣, 2♢]",12,5702,8776,25,3921,0,-0.2175423360833695
"Card[K♣, J♣, 3♣]",4,5709,963,3,11749,0,1.480731654363873
"Card[K♣, J♣, 3♢]",12,5717,8728,25,3954,0,-0.20793530178028657
"Card[K♣, J♣, 4♣]",4,5724,959,3,11738,0,1.480785931393834
"Card[K♣, J♣, 4♢]",12,5732,8680,25,3987,0,-0.19832826747720364
"Card[K♣, J♣, 5♣]",4,5724,956,3,11741,0,1.4814372557533653
"Card[K♣, J♣, 5♢]",12,5732,8647,25,4020,0,-0.19116369952236215
"Card[K♣, J♣, 6♣]",4,5724,953,3,11744,0,1.4820885801128962
"Card[K♣, J♣, 6♢]",12,5732,8614,25,4053,0,-0.18399913156752062
"Card[K♣, J♣, 7♣]",4,5724,950,3,11747,0,1.4827399044724272
"Card[K♣, J♣, 7♢]",12,5732,8581,25,4086,0,-0.1768345636126791
"Card[K♣, J♣, 8♣]",4,5724,947,3,11750,0,1.4833912288319584
"Card[K♣, J♣, 8♢]",12,5732,8548,25,4119,0,-0.1696699956578376
"Card[K♣, J♣, 9♣]",4,5721,948,3,11752,0,1.4833369518019974
"Card[K♣, J♣, 9♢]",12,5728,8519,25,4152,0,-0.16315675206252714
"Card[K♣, J♣, T♣]",4,5706,949,3,11766,0,1.4839339991315674
"Card[K♣, J♣, T♢]",12,5713,8490,25,4196,0,-0.15604646113764656
"Card[K♣, J♣, J♢]",6,5670,2291,3,10460,0,1.1945288753799392
"Card[K♣, J♢, 2♣]",12,5702,8784,25,3913,0,-0.21927920104211898
"Card[K♣, J♢, 2♢]",12,5694,8785,25,3920,0,-0.2190620929222753
"Card[K♣, J♢, 2♡]",24,5702,8775,26,3921,0,-0.21743378202344768
"Card[K♣, J♢, 3♣]",12,5717,8735,25,3947,0,-0.20945505861919236
"Card[K♣, J♢, 3♢]",12,5709,8736,25,3954,0,-0.20923795049934868
"Card[K♣, J♢, 3♡]",24,5717,8726,26,3955,0,-0.20760963960052106
"Card[K♣, J♢, 4♣]",12,5732,8686,25,3981,0,-0.19963091619626575
"Card[K♣, J♢, 4♢]",12,5724,8687,25,3988,0,-0.19941380807642206
"Card[K♣, J♢, 4♡]",24,5732,8677,26,3989,0,-0.19778549717759444
"Card[K♣, J♢, 5♣]",12,5732,8652,25,4015,0,-0.19224924012158054
"Card[K♣, J♢, 5♢]",12,5724,8653,25,4022,0,-0.19203213200173685
"Card[K♣, J♢, 5♡]",24,5732,8643,26,4023,0,-0.19040382110290924
"Card[K♣, J♢, 6♣]",12,5732,8618,25,4049,0,-0.18486756404689536
"Card[K♣, J♢, 6♢]",12,5724,8619,25,4056,0,-0.18465045592705168
"Card[K♣, J♢, 6♡]",24,5732,8609,26,4057,0,-0.18302214502822406
"Card[K♣, J♢, 7♣]",12,5732,8584,25,4083,0,-0.17748588797221015
"Card[K♣, J♢, 7♢]",12,5724,8585,25,4090,0,-0.17726877985236647
"Card[K♣, J♢, 7♡]",24,5732,8575,26,4091,0,-0.17564046895353885
"Card[K♣, J♢, 8♣]",12,5732,8550,25,4117,0,-0.17010421189752498
"Card[K♣, J♢, 8♢]",12,5724,8551,25,4124,0,-0.1698871037776813
"Card[K♣, J♢, 8♡]",24,5732,8541,26,4125,0,-0.16825879287885367
"Card[K♣, J♢, 9♣]",12,5728,8520,25,4151,0,-0.16337386018237082
"Card[K♣, J♢, 9♢]",12,5721,8520,25,4158,0,-0.16299392097264437
"Card[K♣, J♢, 9♡]",24,5728,8511,26,4159,0,-0.16152844116369952
"Card[K♣, J♢, T♣]",12,5713,8490,25,4196,0,-0.15604646113764656
"Card[K♣, J♢, T♢]",12,5706,8489,25,4204,0,-0.15544941380807642
"Card[K♣, J♢, T♡]",24,5713,8481,26,4204,0,-0.15420104211897526
"Card[K♣, J♢, J♣]",6,5670,2291,3,10460,0,1.1945288753799392
"Card[K♣, J♢, J♡]",12,5670,2281,3,10470,0,1.196699956578376
"Card[K♣, Q♣, 2♣]",4,6195,959,3,11267,0,1.4552214502822405
"Card[K♣, Q♣, 2♢]",12,6195,8397,25,3807,0,-0.1620169344333478
"Card[K♣, Q♣, 3♣]",4,6210,940,3,11271,0,1.4585323491098567
"Card[K♣, Q♣, 3♢]",12,6210,8349,25,3840,0,-0.15240990013026487
"Card[K♣, Q♣, 4♣]",4,6225,936,3,11260,0,1.4585866261398177
"Card[K♣, Q♣, 4♢]",12,6225,8301,25,3873,0,-0.14280286582718194
"Card[K♣, Q♣, 5♣]",4,6225,933,3,11263,0,1.4592379504993487
"Card[K♣, Q♣, 5♢]",12,6225,8268,25,3906,0,-0.1356382978723404
"Card[K♣, Q♣, 6♣]",4,6225,930,3,11266,0,1.4598892748588796
"Card[K♣, Q♣, 6♢]",12,6225,8235,25,3939,0,-0.12847372991749892
"Card[K♣, Q♣, 7♣]",4,6225,927,3,11269,0,1.4605405992184108
"Card[K♣, Q♣, 7♢]",12,6225,8202,25,3972,0,-0.1213091619626574
"Card[K♣, Q♣, 8♣]",4,6225,924,3,11272,0,1.4611919235779418
"Card[K♣, Q♣, 8♢]",12,6225,8169,25,4005,0,-0.11414459400781589
"Card[K♣, Q♣, 9♣]",4,6225,921,3,11275,0,1.4618432479374728
"Card[K♣, Q♣, 9♢]",12,6225,8136,25,4038,0,-0.10698002605297438
"Card[K♣, Q♣, T♣]",4,6210,922,3,11289,0,1.462440295267043
"Card[K♣, Q♣, T♢]",12,6210,8107,25,4082,0,-0.09986973512809379
"Card[K♣, Q♣, J♣]",4,6195,46,3,12180,4,5.653441163699522
"Card[K♣, Q♣, J♢]",12,6195,118,25,12086,1,2.635421189752497
"Card[K♣, Q♣, Q♢]",6,6720,2028,3,9673,0,1.194637429439861
"Card[K♣, Q♢, 2♣]",12,6195,8406,25,3798,0,-0.16397090751194093
"Card[K♣, Q♢, 2♢]",12,6195,8406,25,3798,0,-0.16397090751194093
"Card[K♣, Q♢, 2♡]",24,6195,8396,26,3807,0,-0.16190838037342598
"Card[K♣, Q♢, 3♣]",12,6210,8357,25,3832,0,-0.15414676508901434
"Card[K♣, Q♢, 3♢]",12,6210,8357,25,3832,0,-0.15414676508901434
"Card[K♣, Q♢, 3♡]",24,6210,8347,26,3841,0,-0.15208423795049936
"Card[K♣, Q♢, 4♣]",12,6225,8308,25,3866,0,-0.14432262266608772
"Card[K♣, Q♢, 4♢]",12,6225,8308,25,3866,0,-0.14432262266608772
"Card[K♣, Q♢, 4♡]",24,6225,8298,26,3875,0,-0.14226009552757274
"Card[K♣, Q♢, 5♣]",12,6225,8274,25,3900,0,-0.13694094659140252
"Card[K♣, Q♢, 5♢]",12,6225,8274,25,3900,0,-0.13694094659140252
"Card[K♣, Q♢, 5♡]",24,6225,8264,26,3909,0,-0.13487841945288753
"Card[K♣, Q♢, 6♣]",12,6225,8240,25,3934,0,-0.1295592705167173
"Card[K♣, Q♢, 6♢]",12,6225,8240,25,3934,0,-0.1295592705167173
"Card[K♣, Q♢, 6♡]",24,6225,8230,26,3943,0,-0.12749674337820235
"Card[K♣, Q♢, 7♣]",12,6225,8206,25,3968,0,-0.12217759444203213
"Card[K♣, Q♢, 7♢]",12,6225,8206,25,3968,0,-0.12217759444203213
"Card[K♣, Q♢, 7♡]",24,6225,8196,26,3977,0,-0.12011506730351715
"Card[K♣, Q♢, 8♣]",12,6225,8172,25,4002,0,-0.11479591836734694
"Card[K♣, Q♢, 8♢]",12,6225,8172,25,4002,0,-0.11479591836734694
"Card[K♣, Q♢, 8♡]",24,6225,8162,26,4011,0,-0.11273339122883196
"Card[K♣, Q♢, 9♣]",12,6225,8138,25,4036,0,-0.10741424229266175
"Card[K♣, Q♢, 9♢]",12,6225,8138,25,4036,0,-0.10741424229266175
"Card[K♣, Q♢, 9♡]",24,6225,8128,26,4045,0,-0.10535171515414676
"Card[K♣, Q♢, T♣]",12,6210,8108,25,4081,0,-0.10008684324793747
"Card[K♣, Q♢, T♢]",12,6210,8107,25,4082,0,-0.09986973512809379
"Card[K♣, Q♢, T♡]",24,6210,8098,26,4090,0,-0.0980243161094225
"Card[K♣, Q♢, J♣]",12,6195,118,25,12086,1,2.635421189752497
"Card[K♣, Q♢, J♢]",12,6195,119,25,12085,1,2.635204081632653
"Card[K♣, Q♢, J♡]",24,6195,117,26,12086,1,2.635529743812419
"Card[K♣, Q♢, Q♣]",6,6720,2028,3,9673,0,1.194637429439861
"Card[K♣, Q♢, Q♡]",12,6720,2019,3,9682,0,1.196591402518454
"Card[K♣, K♢, 2♣]",6,6195,1946,3,10280,0,1.2409357359965263
"Card[K♣, K♢, 2♢]",6,6195,1946,3,10280,0,1.2409357359965263
"Card[K♣, K♢, 2♡]",12,6195,1935,3,10291,0,1.2433239253148067
"Card[K♣, K♢, 3♣]",6,6210,1927,3,10284,0,1.2442466348241423
"Card[K♣, K♢, 3♢]",6,6210,1927,3,10284,0,1.2442466348241423
"Card[K♣, K♢, 3♡]",12,6210,1916,3,10295,0,1.246634824142423
"Card[K♣, K♢, 4♣]",6,6225,1923,3,10273,0,1.2443009118541033
"Card[K♣, K♢, 4♢]",6,6225,1923,3,10273,0,1.2443009118541033
"Card[K♣, K♢, 4♡]",12,6225,1912,3,10284,0,1.2466891011723837
"Card[K♣, K♢, 5♣]",6,6225,1919,3,10277,0,1.2451693443334781
"Card[K♣, K♢, 5♢]",6,6225,1919,3,10277,0,1.2451693443334781
"Card[K♣, K♢, 5♡]",12,6225,1908,3,10288,0,1.2475575336517586
"Card[K♣, K♢, 6♣]",6,6225,1915,3,10281,0,1.2460377768128528
"Card[K♣, K♢, 6♢]",6,6225,1915,3,10281,0,1.2460377768128528
"Card[K♣, K♢, 6♡]",12,6225,1904,3,10292,0,1.2484259661311332
"Card[K♣, K♢, 7♣]",6,6225,1911,3,10285,0,1.2469062092922276
"Card[K♣, K♢, 7♢]",6,6225,1911,3,10285,0,1.2469062092922276
"Card[K♣, K♢, 7♡]",12,6225,1900,3,10296,0,1.249294398610508
"Card[K♣, K♢, 8♣]",6,6225,1907,3,10289,0,1.2477746417716022
"Card[K♣, K♢, 8♢]",6,6225,1907,3,10289,0,1.2477746417716022
"Card[K♣, K♢, 8♡]",12,6225,1896,3,10300,0,1.2501628310898827
"Card[K♣, K♢, 9♣]",6,6225,1903,3,10293,0,1.248643074250977
"Card[K♣, K♢, 9♢]",6,6225,1903,3,10293,0,1.248643074250977
"Card[K♣, K♢, 9♡]",12,6225,1892,3,10304,0,1.2510312635692575
"Card[K♣, K♢, T♣]",6,6210,1899,3,10312,0,1.2503256621797656
"Card[K♣, K♢, T♢]",6,6210,1899,3,10312,0,1.2503256621797656
"Card[K♣, K♢, T♡]",12,6210,1888,3,10323,0,1.252713851498046
"Card[K♣, K♢, J♣]",6,6195,1902,3,10324,0,1.2504884932696483
"Card[K♣, K♢, J♢]",6,6195,1902,3,10324,0,1.2504884932696483
"Card[K♣, K♢, J♡]",12,6195,1892,3,10334,0,1.252659574468085
"Card[K♣, K♢, Q♣]",6,6720,1905,3,9796,0,1.221341728180634
"Card[K♣, K♢, Q♢]",6,6720,1905,3,9796,0,1.221341728180634
"Card[K♣, K♢, Q♡]",12,6720,1896,3,9805,0,1.2232957012592272
"Card[K♣, K♢, K♡]",4,6720,8,0,11696,5,6.6335214937038645
"Card[A♣, 2♣, 2♢]",6,5670,4747,3,8004,0,0.6613113330438558
"Card[A♣, 2♢, 2♣]",6,5670,4747,3,8004,0,0.6613113330438558
"Card[A♣, 2♢, 2♡]",12,5670,4737,3,8014,0,0.6634824142422927
"Card[A♣, 3♣, 2♣]",4,5706,84,3,12631,4,5.671732522796352
"Card[A♣, 3♣, 2♢]",12,5713,689,25,11997,1,2.537613981762918
"Card[A♣, 3♣, 3♢]",6,5700,4447,3,8274,0,0.7248154580981329
"Card[A♣, 3♢, 2♣]",12,5713,689,25,11997,1,2.537613981762918
"Card[A♣, 3♢, 2♢]",12,5706,689,25,12004,1,2.537993920972644
"Card[A♣, 3♢, 2♡]",24,5713,688,26,11997,1,2.53772253582284
"Card[A♣, 3♢, 3♣]",6,5700,4447,3,8274,0,0.7248154580981329
"Card[A♣, 3♢, 3♡]",12,5700,4437,3,8284,0,0.7269865392965696
"Card[A♣, 4♣, 2♣]",4,5721,896,3,11804,0,1.494626574033869
"Card[A♣, 4♣, 2♢]",12,5728,7353,25,5318,0,0.08999131567520625
"Card[A♣, 4♣, 3♣]",4,5733,881,3,11807,0,1.497231871471993
"Card[A♣, 4♣, 3♢]",12,5739,7309,25,5351,0,0.09894702561875814
"Card[A♣, 4♣, 4♢]",6,5730,4170,3,8521,0,0.7833260963960053
"Card[A♣, 4♢, 2♣]",12,5728,7353,25,5318,0,0.08999131567520625
"Card[A♣, 4♢, 2♢]",12,5721,7362,25,5316,0,0.08841728180633955
"Card[A♣, 4♢, 2♡]",24,5728,7352,26,5318,0,0.0900998697351281
"Card[A♣, 4♢, 3♣]",12,5739,7308,25,5352,0,0.09916413373860182
"Card[A♣, 4♢, 3♢]",12,5733,7316,25,5350,0,0.09775293095961789
"Card[A♣, 4♢, 3♡]",24,5739,7307,26,5352,0,0.09927268779852366
"Card[A♣, 4♢, 4♣]",6,5730,4170,3,8521,0,0.7833260963960053
"Card[A♣, 4♢, 4♡]",12,5730,4159,3,8532,0,0.7857142857142857
"Card[A♣, 5♣, 2♣]",4,5724,886,3,11811,0,1.496634824142423
"Card[A♣, 5♣, 2♢]",12,5732,7270,25,5397,0,0.10779418150238819
"Card[A♣, 5♣, 3♣]",4,5736,871,3,11814,0,1.499240121580547
"Card[A♣, 5♣, 3♢]",12,5743,7226,25,5430,0,0.11674989144594008
"Card[A♣, 5♣, 4♣]",4,5748,868,3,11805,0,1.499240121580547
"Card[A♣, 5♣, 4♢]",12,5754,7193,25,5452,0,0.12331741207121147
"Card[A♣, 5♣, 5♢]",6,5730,3900,3,8791,0,0.8419452887537994
"Card[A♣, 5♢, 2♣]",12,5732,7271,25,5396,0,0.1075770733825445
"Card[A♣, 5♢, 2♢]",12,5724,7280,25,5395,0,0.10605731654363873
"Card[A♣, 5♢, 2♡]",24,5732,7269,26,5397,0,0.10790273556231003
"Card[A♣, 5♢, 3♣]",12,5743,7226,25,5430,0,0.11674989144594008
"Card[A♣, 5♢, 3♢]",12,5736,7234,25,5429,0,0.11539296569691707
"Card[A♣, 5♢, 3♡]",24,5743,7224,26,5431,0,0.1170755536257056
"Card[A♣, 5♢, 4♣]",12,5754,7193,25,5452,0,0.12331741207121147
"Card[A♣, 5♢, 4♢]",12,5748,7199,25,5452,0,0.12234042553191489
"Card[A♣, 5♢, 4♡]",24,5754,7190,26,5454,0,0.12386018237082067
"Card[A♣, 5♢, 5♣]",6,5730,3900,3,8791,0,0.8419452887537994
"Card[A♣, 5♢, 5♡]",12,5730,3889,3,8802,0,0.8443334780720799
"Card[A♣, 6♣, 2♣]",4,5724,877,3,11820,0,1.4985887972210161
"Card[A♣, 6♣, 2♢]",12,5732,7146,25,5521,0,0.1347155883630048
"Card[A♣, 6♣, 3♣]",4,5739,858,3,11824,0,1.5018996960486322
"Card[A♣, 6♣, 3♢]",12,5747,7098,25,5554,0,0.14432262266608772
"Card[A♣, 6♣, 4♣]",4,5751,855,3,11815,0,1.5018996960486322
"Card[A♣, 6♣, 4♢]",12,5758,7065,25,5576,0,0.1508901432913591
"Card[A♣, 6♣, 5♣]",4,5748,856,3,11817,0,1.5018454190186712
"Card[A♣, 6♣, 5♢]",12,5754,7036,25,5609,0,0.15740338688666955
"Card[A♣, 6♣, 6♢]",6,5730,3630,3,9061,0,0.9005644811115936
"Card[A♣, 6♢, 2♣]",12,5732,7148,25,5519,0,0.13428137212331742
"Card[A♣, 6♢, 2♢]",12,5724,7156,25,5519,0,0.13297872340425532
"Card[A♣, 6♢, 2♡]",24,5732,7145,26,5521,0,0.13482414242292662
"Card[A♣, 6♢, 3♣]",12,5747,7099,25,5553,0,0.14410551454624404
"Card[A♣, 6♢, 3♢]",12,5739,7107,25,5553,0,0.14280286582718194
"Card[A♣, 6♢, 3♡]",24,5747,7096,26,5555,0,0.14464828484585324
"Card[A♣, 6♢, 4♣]",12,5758,7066,25,5575,0,0.15067303517151542
"Card[A♣, 6♢, 4♢]",12,5751,7072,25,5576,0,0.14975032566217977
"Card[A♣, 6♢, 4♡]",24,5758,7062,26,5578,0,0.1514329135909683
"Card[A♣, 6♢, 5♣]",12,5754,7036,25,5609,0,0.15740338688666955
"Card[A♣, 6♢, 5♢]",12,5748,7041,25,5610,0,0.15664350846721667
"Card[A♣, 6♢, 5♡]",24,5754,7032,26,5612,0,0.15816326530612246
"Card[A♣, 6♢, 6♣]",6,5730,3630,3,9061,0,0.9005644811115936
"Card[A♣, 6♢, 6♡]",12,5730,3619,3,9072,0,0.902952670429874
"Card[A♣, 7♣, 2♣]",4,5724,865,3,11832,0,1.5011940946591402
"Card[A♣, 7♣, 2♢]",12,5732,6977,25,5690,0,0.17140686061658705
"Card[A♣, 7♣, 3♣]",4,5739,846,3,11836,0,1.5045049934867565
"Card[A♣, 7♣, 3♢]",12,5747,6929,25,5723,0,0.18101389491967
"Card[A♣, 7♣, 4♣]",4,5754,839,3,11828,0,1.5052105948762484
"Card[A♣, 7♣, 4♢]",12,5762,6892,25,5745,0,0.18823273990447242
"Card[A♣, 7♣, 5♣]",4,5751,840,3,11830,0,1.5051563178462875
"Card[A♣, 7♣, 5♢]",12,5758,6863,25,5778,0,0.1947459834997829
"Card[A♣, 7♣, 6♣]",4,5748,841,3,11832,0,1.5051020408163265
"Card[A♣, 7♣, 6♢]",12,5754,6834,25,5811,0,0.20125922709509336
"Card[A♣, 7♣, 7♢]",6,5730,3360,3,9331,0,0.9591836734693877
"Card[A♣, 7♢, 2♣]",12,5732,6980,25,5687,0,0.170755536257056
"Card[A♣, 7♢, 2♢]",12,5724,6987,25,5688,0,0.1696699956578376
"Card[A♣, 7♢, 2♡]",24,5732,6976,26,5690,0,0.1715154146765089
"Card[A♣, 7♢, 3♣]",12,5747,6931,25,5721,0,0.18057967867998262
"Card[A♣, 7♢, 3♢]",12,5739,6938,25,5722,0,0.17949413808076423
"Card[A♣, 7♢, 3♡]",24,5747,6927,26,5724,0,0.18133955709943553
"Card[A♣, 7♢, 4♣]",12,5762,6894,25,5743,0,0.18779852366478506
"Card[A♣, 7♢, 4♢]",12,5754,6900,25,5745,0,0.18693009118541035
"Card[A♣, 7♢, 4♡]",24,5762,6889,26,5747,0,0.18877551020408162
"Card[A♣, 7♢, 5♣]",12,5758,6864,25,5777,0,0.1945288753799392
"Card[A♣, 7♢, 5♢]",12,5751,6869,25,5779,0,0.19382327399044724
"Card[A♣, 7♢, 5♡]",24,5758,6859,26,5781,0,0.19550586191923577
"Card[A♣, 7♢, 6♣]",12,5754,6834,25,5811,0,0.20125922709509336
"Card[A♣, 7♢, 6♢]",12,5748,6838,25,5813,0,0.20071645679548414
"Card[A♣, 7♢, 6♡]",24,5754,6829,26,5815,0,0.20223621363438993
"Card[A♣, 7♢, 7♣]",6,5730,3360,3,9331,0,0.9591836734693877
"Card[A♣, 7♢, 7♡]",12,5730,3349,3,9342,0,0.9615718627876683
"Card[A♣, 8♣, 2♣]",4,5724,850,3,11847,0,1.5044507164567955
"Card[A♣, 8♣, 2♢]",12,5732,6763,25,5904,0,0.21786799826313505
"Card[A♣, 8♣, 3♣]",4,5739,831,3,11851,0,1.5077616152844115
"Card[A♣, 8♣, 3♢]",12,5747,6715,25,5937,0,0.22747503256621798
"Card[A♣, 8♣, 4♣]",4,5754,824,3,11843,0,1.5084672166739037
"Card[A♣, 8♣, 4♢]",12,5762,6678,25,5959,0,0.23469387755102042
"Card[A♣, 8♣, 5♣]",4,5754,821,3,11846,0,1.5091185410334347
"Card[A♣, 8♣, 5♢]",12,5762,6645,25,5992,0,0.2418584455058619
"Card[A♣, 8♣, 6♣]",4,5751,822,3,11848,0,1.5090642640034737
"Card[A♣, 8♣, 6♢]",12,5758,6616,25,6025,0,0.24837168910117238
"Card[A♣, 8♣, 7♣]",4,5748,823,3,11850,0,1.5090099869735127
"Card[A♣, 8♣, 7♢]",12,5754,6587,25,6058,0,0.2548849326964828
"Card[A♣, 8♣, 8♢]",6,5730,3090,3,9601,0,1.017802865827182
"Card[A♣, 8♢, 2♣]",12,5732,6767,25,5900,0,0.2169995657837603
"Card[A♣, 8♢, 2♢]",12,5724,6773,25,5902,0,0.21613113330438558
"Card[A♣, 8♢, 2♡]",24,5732,6762,26,5904,0,0.21797655232305688
"Card[A♣, 8♢, 3♣]",12,5747,6718,25,5934,0,0.22682370820668693
"Card[A♣, 8♢, 3♢]",12,5739,6724,25,5936,0,0.2259552757273122
"Card[A♣, 8♢, 3♡]",24,5747,6713,26,5938,0,0.2278006947459835
"Card[A♣, 8♢, 4♣]",12,5762,6681,25,5956,0,0.23404255319148937
"Card[A♣, 8♢, 4♢]",12,5754,6686,25,5959,0,0.23339122883195831
"Card[A♣, 8♢, 4♡]",24,5762,6675,26,5961,0,0.23523664785062962
"Card[A♣, 8♢, 5♣]",12,5762,6647,25,5990,0,0.24142422926617454
"Card[A♣, 8♢, 5♢]",12,5754,6652,25,5993,0,0.24077290490664352
"Card[A♣, 8♢, 5♡]",24,5762,6641,26,5995,0,0.2426183239253148
